state/unionterritory,cured,deaths,confirmed,oxygentanks,populationdensitypersqkm,non_cured,day,month,year,week,weekday_number,hour,minute,am_pm
37,-0.48056277102228245,-0.3781873115185464,-0.4757563794067464,-0.3132776078447557,-0.7192485723036554,9,11,3,2020,11,2,6,00,1
30,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,0.2828378685242765,0.7360804255824103,3,11,3,2020,11,2,6,00,1
18,-0.4805544117988699,-0.3781873115185464,-0.4757365050629711,-1.1393332186600795,1.5478966012739572,14,11,3,2020,11,2,6,00,1
13,-0.48056277102228245,-0.3781873115185464,-0.47574395794188684,0.5902315219419504,0.9439845681375625,14,11,3,2020,11,2,6,00,1
10,-0.48056277102228245,-0.3781873115185464,-0.47576631657863405,0.24411110903858532,-1.9914239207958966,5,11,3,2020,11,2,6,00,1
22,-0.48056277102228245,-0.3781873115185464,-0.47577376945754973,-0.4986128139548493,-0.03118486241874679,2,11,3,2020,11,2,6,00,1
34,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,1.6538343092453978,0.8251822009631898,1,11,3,2020,11,2,6,00,1
32,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-1.2053761745687135,0.2014697732977331,1,12,3,2020,11,3,6,00,1
1,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-1.4785381387981424,0.052966814329767214,0,12,3,2020,11,3,6,00,1
22,-0.48056277102228245,-0.3781873115185464,-0.4757514108208026,0.4484639202532594,-2.481483685390184,11,12,3,2020,11,3,6,00,1
17,-0.48056277102228245,-0.3781873115185464,-0.47576880087160595,-1.601979684658783,-0.11533653916726079,4,12,3,2020,11,3,6,00,1
15,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.1580247952637259,-0.011384467889684672,1,12,3,2020,11,3,6,00,1
19,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-0.5777952061175572,-0.7192485723036554,3,12,3,2020,11,3,6,00,1
29,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,1.2842012209400058,0.17176918150413992,1,12,3,2020,11,3,6,00,1
34,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,1.0262533407942414,0.24602066098812286,1,12,3,2020,11,3,6,00,1
30,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,0.6438265908730408,1.4983956149513018,3,12,3,2020,11,3,6,00,1
37,-0.48056277102228245,-0.3781873115185464,-0.4757514108208026,-0.5726085865435807,0.8152820036986588,11,12,3,2020,11,3,6,00,1
18,-0.4805544117988699,-0.3781873115185464,-0.4757365050629711,-1.5988677129143973,0.19651967466546758,14,12,3,2020,11,3,6,00,1
13,-0.48056277102228245,-0.3781873115185464,-0.47574395794188684,-0.7614015390363252,1.948854590487465,14,12,3,2020,11,3,6,00,1
10,-0.48056277102228245,-0.3781873115185464,-0.4757638322856621,-0.6555944997272046,0.29057154867851265,6,12,3,2020,11,3,6,00,1
1,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.17842549892136678,0.7905315105373311,1,13,3,2020,11,4,6,00,1
22,-0.48056277102228245,-0.3781873115185464,-0.47574395794188684,-0.6759952033848455,0.12721829381375016,14,13,3,2020,11,4,6,00,1
17,-0.48056277102228245,-0.3780469174600972,-0.4757638322856621,-0.39972126741103076,0.602427762511241,6,13,3,2020,11,4,6,00,1
29,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,0.9256329210590972,-1.1499071533107565,1,13,3,2020,11,4,6,00,1
15,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,1.1583392526115095,-0.40739235847092703,1,13,3,2020,11,4,6,00,1
32,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.5535909814390002,-0.6697475859810001,1,13,3,2020,11,4,6,00,1
19,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-0.7697001303546877,0.30542184457530924,3,13,3,2020,11,4,6,00,1
37,-0.48056277102228245,-0.3781873115185464,-0.4757514108208026,1.0725871423217648,-1.164757449207553,11,13,3,2020,11,4,6,00,1
34,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.8219121007327177,-0.8925020244329489,1,13,3,2020,11,4,6,00,1
30,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-1.2392620891186934,-0.9519032080201353,3,13,3,2020,11,4,6,00,1
18,-0.4805544117988699,-0.3781873115185464,-0.4757315364770273,-1.6472761622715113,-0.9370529121233387,16,13,3,2020,11,4,6,00,1
13,-0.48056277102228245,-0.3781873115185464,-0.47574395794188684,-1.009321954672402,1.3449425573510705,14,13,3,2020,11,4,6,00,1
10,-0.48056277102228245,-0.3781873115185464,-0.4757638322856621,0.9097272876989027,-1.7983700741375408,6,13,3,2020,11,4,6,00,1
1,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-1.1075219519396902,-0.2192886104448369,1,14,3,2020,11,5,6,00,1
22,-0.48056277102228245,-0.3781873115185464,-0.47574395794188684,-1.650042359377632,-1.1400069560462254,14,14,3,2020,11,5,6,00,1
17,-0.48056277102228245,-0.3780469174600972,-0.4757638322856621,1.4121378370980928,-0.07078565147687102,6,14,3,2020,11,5,6,00,1
29,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.11998958505456489,-1.9864738221636309,1,14,3,2020,11,5,6,00,1
15,-0.48056277102228245,-0.3781873115185464,-0.47577376945754973,0.9086899637841074,0.3351224363689024,2,14,3,2020,11,5,6,00,1
19,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-1.3952064509762534,-0.2885899912965543,3,14,3,2020,11,5,6,00,1
32,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.6320818243251779,0.22622026645906074,1,14,3,2020,11,5,6,00,1
34,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,1.6953272658372096,0.29057154867851265,1,14,3,2020,11,5,6,00,1
30,-0.48055998461447824,-0.3781873115185464,-0.47577128516457784,1.6538343092453978,-0.828150742213497,3,14,3,2020,11,5,6,00,1
18,-0.4805544117988699,-0.3781873115185464,-0.4757315364770273,-1.4954810960731324,1.4785952204222397,16,14,3,2020,11,5,6,00,1
13,-0.48056277102228245,-0.3781873115185464,-0.47574395794188684,-0.38796492971001734,1.424144135467319,14,14,3,2020,11,5,6,00,1
10,-0.48055998461447824,-0.3780469174600972,-0.4757613479926902,0.9429216529723522,0.5479766775563202,7,14,3,2020,11,5,6,00,1
37,-0.4805488389832615,-0.3781873115185464,-0.4757489265278307,-0.16113676700811178,-0.15988742685765056,12,14,3,2020,11,5,6,00,1
30,-0.4805544117988699,-0.3781873115185464,-0.47576880087160595,-0.5131353487619835,-0.2687895967674922,3,15,3,2020,11,6,6,00,1
38,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,0.15835899874884055,-0.38264186530959937,0,15,3,2020,11,6,6,00,1
37,-0.48055162539106566,-0.3781873115185464,-0.47574644223485874,1.3768688239950526,-0.5212446270130342,8,15,3,2020,11,6,6,00,1
19,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,0.08263435296878366,-0.8034002490521694,3,15,3,2020,11,6,6,00,1
15,-0.48056277102228245,-0.3781873115185464,-0.47577376945754973,1.034897706750869,0.6321283543048342,2,15,3,2020,11,6,6,00,1
34,-0.48055998461447824,-0.3781873115185464,-0.47577128516457784,-0.46853042042578563,-0.3677915694128028,3,15,3,2020,11,6,6,00,1
32,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,1.3979610769292237,-0.2984901885610854,1,15,3,2020,11,6,6,00,1
18,-0.4805544117988699,-0.3781873115185464,-0.4757240835981116,0.9377350333983757,-0.19453811728350925,19,15,3,2020,11,6,6,00,1
22,-0.48056277102228245,-0.3781873115185464,-0.4756992406683925,-0.28665296069834306,0.33017233773663685,32,15,3,2020,11,6,6,00,1
17,-0.48056277102228245,-0.3780469174600972,-0.4757638322856621,0.4356702586374507,1.077637231208732,6,15,3,2020,11,6,6,00,1
13,-0.48056277102228245,-0.3781873115185464,-0.47574395794188684,-0.22856282146980628,1.1469386120604492,14,15,3,2020,11,6,6,00,1
10,-0.4805571982066741,-0.3780469174600972,-0.4757613479926902,0.9622850327151978,0.2707711541494505,6,15,3,2020,11,6,6,00,1
1,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-1.3907113806788072,-1.8528211590924617,1,15,3,2020,11,6,6,00,1
29,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,0.4533047651889708,0.37472322542702663,1,15,3,2020,11,6,6,00,1
32,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.17427620326218557,0.19651967466546758,1,16,3,2020,12,0,6,00,1
34,-0.48055998461447824,-0.3781873115185464,-0.47577128516457784,0.3405822331145482,1.0083358503570143,2,16,3,2020,12,0,6,00,1
30,-0.4805544117988699,-0.3781873115185464,-0.47576880087160595,-0.4107860558355139,-0.3875919639418649,1,16,3,2020,12,0,6,00,1
19,-0.48056277102228245,-0.3781873115185464,-0.47576880087160595,0.9470709486315334,-0.30839038582561645,4,16,3,2020,12,0,6,00,1
37,-0.48055162539106566,-0.3781873115185464,-0.47574644223485874,-0.40559943626153744,-1.6449170165373095,9,16,3,2020,12,0,6,00,1
15,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-0.0038093065974913244,0.696479636524286,3,16,3,2020,12,0,6,00,1
29,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,0.8315822194509901,-1.4716635644080158,1,16,3,2020,12,0,6,00,1
38,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.5847106988828592,-0.37769176667733384,1,16,3,2020,12,0,6,00,1
22,-0.48056277102228245,-0.3781873115185464,-0.4756992406683925,-0.6102980221144766,-0.5459951201743619,32,16,3,2020,12,0,6,00,1
18,-0.4805544117988699,-0.3781873115185464,-0.4757215993051397,0.9086899637841074,-0.6103464023938138,20,16,3,2020,12,0,6,00,1
17,-0.48056277102228245,-0.3780469174600972,-0.4757638322856621,0.8433385571520035,-0.1499872295931195,6,16,3,2020,12,0,6,00,1
13,-0.48056277102228245,-0.3781873115185464,-0.47574395794188684,-1.5718972911297195,-0.1796878213867127,14,16,3,2020,12,0,6,00,1
10,-0.4805571982066741,-0.3780469174600972,-0.4757613479926902,-0.2780085947417156,0.7509307214792069,5,16,3,2020,12,0,6,00,1
1,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,1.1348265772094828,0.6766792419952239,1,16,3,2020,12,0,6,00,1
27,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.39488042247531935,2.528016130462532,0,16,3,2020,12,0,6,00,1
38,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.5570487278216512,0.21632006919452967,1,17,3,2020,12,1,6,00,1
37,-0.4805488389832615,-0.3781873115185464,-0.47574147364891495,1.4111005131832974,0.35987292953023003,11,17,3,2020,12,1,6,00,1
19,-0.48056277102228245,-0.3781873115185464,-0.4757638322856621,-1.0746733613045059,1.6518486725515333,6,17,3,2020,12,1,6,00,1
15,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-0.836780410178117,0.8350823982277209,3,17,3,2020,12,1,6,00,1
34,-0.48055998461447824,-0.3781873115185464,-0.47576631657863405,-0.5584318263747116,-0.3034402871933509,4,17,3,2020,12,1,6,00,1
32,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.0840290226749945,-1.3479110986013776,1,17,3,2020,12,1,6,00,1
30,-0.4805544117988699,-0.3781873115185464,-0.47576880087160595,0.20918787057381022,0.7261802283178792,1,17,3,2020,12,1,6,00,1
29,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.29875507303762155,-0.1648375254899161,1,17,3,2020,12,1,6,00,1
27,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,0.11652026751876345,0.3697731267947611,1,17,3,2020,12,1,6,00,1
22,-0.48056277102228245,-0.3780469174600972,-0.47568185061758916,0.9609019341621374,-0.33809097761920964,39,17,3,2020,12,1,6,00,1
18,-0.4805544117988699,-0.3781873115185464,-0.47571414642622395,0.2517181510804175,0.4588749021755406,23,17,3,2020,12,1,6,00,1
17,-0.48056277102228245,-0.3780469174600972,-0.4757514108208026,-0.8734325218342176,0.9637849626666246,11,17,3,2020,12,1,6,00,1
13,-0.48056277102228245,-0.3781873115185464,-0.47574147364891495,0.5905772965802154,1.077637231208732,15,17,3,2020,12,1,6,00,1
10,-0.4805571982066741,-0.3780469174600972,-0.4757588636997183,0.6538540553827287,-1.0657554765622426,6,17,3,2020,12,1,6,00,1
1,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-1.1431367396809955,-0.10048624327046421,1,17,3,2020,12,1,6,00,1
38,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,1.42009065377819,2.483465242772142,1,18,3,2020,12,2,6,00,1
37,-0.4805488389832615,-0.3781873115185464,-0.47573898935594305,0.8042660230280472,1.2706910778670875,11,18,3,2020,12,2,6,00,1
19,-0.48056277102228245,-0.3781873115185464,-0.4757588636997183,0.15870477338710565,0.49847569123366486,8,18,3,2020,12,2,6,00,1
15,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-1.6047458817649038,1.6419484752870022,3,18,3,2020,12,2,6,00,1
39,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,1.377906147909848,0.7905315105373311,0,18,3,2020,12,2,6,00,1
32,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,1.1569561540584492,0.5083758884981959,1,18,3,2020,12,2,6,00,1
